,Postal Code,Sector,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
321,NW96,Restaurants and Caffees,2.26991873587672,2.29088419958428,2.30950303012344,2.33311522893884,2.35331435173429,2.37502608861645,2.39545849987224,2.41794094849687,2.44075896125462,2.46201210626623
322,NW97,Restaurants and Caffees,2.08885792237336,2.10340434328463,2.11711561051318,2.13547184991575,2.15271213436458,2.1697935428084,2.18615763822266,2.20566403983488,2.22432995863881,2.24222952333354
175,HA01,Restaurants and Caffees,4.27780407384068,4.31961167891739,4.35995633779934,4.40638900956757,4.43955441933362,4.48351817394898,4.52420547206329,4.56453754324304,4.6061494818755,4.64529397540852
176,HA02,Restaurants and Caffees,5.18138546942825,5.23098858217748,5.28010578021301,5.33407831424289,5.37658948041854,5.42751651716704,5.47506734915343,5.52450759124477,5.57382465761093,5.62192564472708
177,HA03,Restaurants and Caffees,5.29329798570362,5.35628660092754,5.41520094362063,5.4811582251644,5.52508572936142,5.58755011830974,5.64592743766183,5.69584697857882,5.75387284461113,5.80558029133448
178,HA04,Restaurants and Caffees,4.99649595494896,5.04487780644781,5.09040767992629,5.14509442066612,5.18073915618616,5.23214098152938,5.27852231607953,5.32425740771545,5.37140618209947,5.4146957414611
179,HA30,Restaurants and Caffees,7.52391936079871,7.63114086319512,7.73613356650224,7.83887604972077,7.91871602394925,8.01838107687278,8.1172213706169,8.18885835374599,8.285702592112,8.37163661228622
180,HA90,Restaurants and Caffees,1.11881825300194,1.13190883183608,1.14521016832197,1.15783387108329,1.17002476199583,1.18194163380065,1.19383460800469,1.20594745049828,1.21833259071219,1.23101626438576
181,HA96,Restaurants and Caffees,4.27062831100749,4.31215030869365,4.35096258308492,4.3983280901962,4.42805466104264,4.47266236491008,4.51276575755117,4.55152640296488,4.5920877463988,4.62878592465064
182,HA97,Restaurants and Caffees,3.31058624493891,3.34381006801545,3.37616603315858,3.4122275137007,3.43889286540824,3.47301601266191,3.50472085302479,3.53576055161303,3.56819249217228,3.59882273352555
183,HA98,Restaurants and Caffees,5.70967043212897,5.77698288512553,5.8435106974784,5.91105170453374,5.96635740807278,6.03095903242005,6.09304756284396,6.15011480989545,6.21373086130054,6.27444657203012
184,HA99,Restaurants and Caffees,5.81223267137463,5.88596537696069,5.96046033164308,6.03133648040907,6.09295686121148,6.16157152700954,6.22987163204485,6.28631844597174,6.35507834081718,6.41980229241682
185,NW100,Restaurants and Caffees,3.54883281178662,3.57568409192478,3.60396937441007,3.63556429388192,3.66236961786885,3.69247181426008,3.72055268914137,3.7525922356728,3.78233135225827,3.81244265469003
186,NW101,Restaurants and Caffees,3.57228818064572,3.61074439816375,3.64967984133612,3.68812246617252,3.72297636915551,3.75944980638026,3.79427780074926,3.83075196864337,3.86762613888782,3.90493430134891
187,NW102,Restaurants and Caffees,2.99136964655894,3.02165863152563,3.05318374510296,3.08323013429874,3.11307934041324,3.14138190003039,3.16893687331136,3.19942322889754,3.22880792787166,3.25965457271895
188,NW103,Restaurants and Caffees,4.54795893313027,4.60649404419168,4.66593515959679,4.72073572374415,4.77220070150817,4.82461406426429,4.87689595557921,4.92417474938147,4.97778911046898,5.03052160991075
189,NW104,Restaurants and Caffees,2.76718308487978,2.78900649624685,2.81251045961773,2.83595559678639,2.8602378335787,2.88199412719777,2.9029094978524,2.92980694027422,2.95262779846646,2.97780018926718
190,NW105,Restaurants and Caffees,5.99427418918685,6.05787795130531,6.12241586781465,6.18600167261733,6.24543523233689,6.30483603143148,6.36229418563979,6.42451670503565,6.48493821771353,6.54724404923221
191,NW107,Restaurants and Caffees,1.70716325207781,1.7263862050299,1.74612240434639,1.76479610874585,1.78267754171398,1.80053080823629,1.81791544806522,1.83571585257174,1.85413984195959,1.87291209613489
192,NW108,Restaurants and Caffees,3.44631920571819,3.46970407908911,3.49672628274958,3.5229530283315,3.55250716245353,3.57743646713063,3.60211049412881,3.63386576640782,3.66088140875785,3.69105514716042
193,NW109,Restaurants and Caffees,2.99973046493056,3.0222491336624,3.04680820947663,3.07171343483734,3.0970838351344,3.12042180573481,3.14278867077616,3.17113447567502,3.19547624194885,3.22203484907278
194,NW24,Restaurants and Caffees,5.18513036343844,5.25826419905638,5.33272630945711,5.39800574845102,5.46698321966549,5.52752375055798,5.59143046943367,5.65248026589488,5.71697329915321,5.78370443443333
195,NW25,Restaurants and Caffees,4.34119990170155,4.39188042573843,4.4438480214396,4.49221941760224,4.53993762086975,4.58552070703589,4.63084616402094,4.67709876637397,4.72440298668916,4.77305262657683
196,NW26,Restaurants and Caffees,4.89513123678244,4.95054019324216,5.00639868097082,5.06113447795103,5.10996070111887,5.16194017884608,5.21207190051243,5.26157163153527,5.31378764300279,5.3656205775593
197,NW27,Restaurants and Caffees,4.19199780006404,4.23295921092301,4.27208658657939,4.31764136148399,4.34927166907162,4.39213127598906,4.43130348226194,4.47037652635172,4.51038737482695,4.54781568675995
198,NW65,Restaurants and Caffees,3.97707906264638,4.01295278940959,4.05285466661446,4.08883979271231,4.12965250203055,4.16389802196088,4.1994100719628,4.23837040279185,4.2756179781188,4.31570515163544
199,NW66,Restaurants and Caffees,5.98173625498849,6.07035547675931,6.16014326322717,6.23822503285359,6.32026530086809,6.39265163930907,6.46959258585227,6.54048740244736,6.61743778360479,6.6962807269268
200,NW67,Restaurants and Caffees,7.92762309066786,8.03493116349581,8.14461543092568,8.24156423642943,8.34226142155444,8.43310699530546,8.52718267411409,8.61751070130695,8.7136236219716,8.81250803809252
201,NW90,Restaurants and Caffees,4.26822368602877,4.31261416969543,4.35511018700723,4.4029779339746,4.43726133987336,4.4824379838681,4.52404662001339,4.56474101958411,4.60735830320581,4.6473509499084
202,NW98,Restaurants and Caffees,4.97321217125748,5.02950557048701,5.08398540027121,5.1432606613382,5.18593448746862,5.2426441861115,5.29653734755204,5.34303354185502,5.39688825737095,5.44580024994214
203,NW99,Restaurants and Caffees,4.15116077539956,4.19324661886898,4.23321368060241,4.28008244069996,4.31129292436853,4.35576044703662,4.39656654076097,4.43498752694041,4.47627653488339,4.51393648577461
187,BR11,Restaurants and Caffees,0.61287806568265,0.623157470604479,0.634485792261516,0.644856482019806,0.656215729742003,0.666679838038677,0.677544048463407,0.688878363327222,0.699785207342709,0.71177324395229
188,BR12,Restaurants and Caffees,8.89062298066735,9.05907041145856,9.23579710238351,9.40722934668738,9.56131540139053,9.73542287336477,9.91261703570313,10.0626750081454,10.2333866056946,10.4022932428323
189,BR13,Restaurants and Caffees,7.492041512243,7.62247928068824,7.76303854876135,7.89641583954923,8.02861670204248,8.16397585703869,8.30256237677434,8.43454098280236,8.57120425076023,8.71411530438476
190,BR14,Restaurants and Caffees,6.69318888868901,6.79359027775267,6.9055953529636,7.01609155743742,7.12252685380859,7.2369897458874,7.35358669520055,7.46284145005494,7.57709669979878,7.69479218218578
191,BR20,Restaurants and Caffees,7.80714569931369,7.94442593795334,8.0922715525904,8.23321764731547,8.3703710061075,8.51384645200562,8.6611191877324,8.79671744307802,8.94087954264223,9.08952774218143
192,BR26,Restaurants and Caffees,2.23896152838285,2.28321771653891,2.32793825219884,2.37282011554486,2.41088886077968,2.45518713010577,2.50011252345688,2.53845664977629,2.58088477566091,2.62256346263818
193,BR27,Restaurants and Caffees,5.10559933945985,5.19531741464149,5.28674146433175,5.38323237199368,5.46094474930185,5.55789258783102,5.65387226577707,5.7382727150115,5.83012880290128,5.91970888276956
194,BR28,Restaurants and Caffees,4.45526299024129,4.51860386869629,4.58444000393258,4.66023398995961,4.71799367707115,4.79485880072754,4.86963875727161,4.93981378949117,5.01146151429972,5.08165030807614
195,BR29,Restaurants and Caffees,6.40792807075421,6.52003626064837,6.63969140579332,6.75507030886786,6.8655901065509,6.98269995101739,7.10124283416442,7.21325096639009,7.33018485364236,7.45119599959463
196,BR31,Restaurants and Caffees,5.9511397459336,6.05347114821701,6.16466057002198,6.26949536485727,6.37489835562635,6.48160919368998,6.59140877871009,6.6958167242181,6.80406708195155,6.9175431471953
197,BR33,Restaurants and Caffees,7.31000325557815,7.43884171091083,7.57074667257146,7.70817302755697,7.82155016426655,7.95962948112607,8.09654449721361,8.21852068400349,8.350185705354,8.47980060268566
198,BR34,Restaurants and Caffees,6.75498517975724,6.86823857445571,6.9905366798437,7.10793937684895,7.22351679630237,7.34295489135699,7.46336219827259,7.58187605173876,7.70194699659395,7.82834742705852
199,BR35,Restaurants and Caffees,4.72011361930697,4.80315498423515,4.89306994070578,4.97739799462605,5.06293134776675,5.14844933854155,5.23703382523245,5.32132634820693,5.40850702108822,5.50018699723655
200,BR36,Restaurants and Caffees,4.48257231899394,4.56643387807236,4.65551915403753,4.74117966568582,4.81986524772022,4.90718394157198,4.99712208391035,5.07243680726086,5.15871473190243,5.24423059659551
201,BR40,Restaurants and Caffees,4.87264623354751,4.95650166185465,5.04069638232682,5.13254801623754,5.20296406973933,5.29478796505639,5.38439303542698,5.46437771122291,5.55001660480958,5.63296702002037
202,BR49,Restaurants and Caffees,5.77487428419411,5.8723677197237,5.96999159314069,6.0784551409369,6.15962367956387,6.26797473765888,6.37364318662166,6.46740708625339,6.56779893599809,6.66434250114438
203,BR51,Restaurants and Caffees,7.79297481790835,7.93173906096342,8.07400085545238,8.22208558602524,8.34351501427057,8.49270274986498,8.64146380125278,8.77054127397574,8.91278862770735,9.05154105023366
204,BR52,Restaurants and Caffees,4.74774997491376,4.79976601917602,4.85785261028895,4.9288776103555,4.98322824432853,5.05750156849236,5.12941578385107,5.19974733669685,5.26922873014435,5.33789687918256
205,BR53,Restaurants and Caffees,3.0533033972365,3.07852498117097,3.11008902385832,3.15004729039044,3.18299374243827,3.22600864947178,3.26842951751906,3.31194875898983,3.3531027293368,3.39491145823516
206,BR54,Restaurants and Caffees,3.66627309376451,3.7033778359742,3.7465131476163,3.79928959833116,3.8410952805743,3.89684981660397,3.95156018503134,4.00494089839834,4.05757365232851,4.10987455682278
207,BR60,Restaurants and Caffees,5.67692742460661,5.77276832551984,5.87321492245059,5.97679306270254,6.06518104011532,6.17046660226561,6.27592438352291,6.36968365500689,6.47137826687966,6.57207648659229
208,BR66,Restaurants and Caffees,3.81866509501695,3.88286790890263,3.94675767092357,4.01868640713313,4.07143404478889,4.14320159206946,4.21300277225436,4.27496644652288,4.34117600256594,4.40458455246411
209,BR67,Restaurants and Caffees,4.29792778939536,4.36565531420481,4.43421771317671,4.51229628199167,4.57088175698258,4.64890931884342,4.72568998309766,4.79512745545731,4.8675905271269,4.93774041894215
210,BR68,Restaurants and Caffees,4.76385023134339,4.84602618167463,4.93004323197171,5.01971322467575,5.09142335473993,5.18163093320737,5.2713394261248,5.34979720388489,5.43522716687335,5.51827937317428
211,BR69,Restaurants and Caffees,7.52274096902816,7.64209830897824,7.76100272592518,7.89884347631247,7.99798418788536,8.1358258694671,8.26873870669507,8.39051519007668,8.51714937483261,8.63896018978164
212,BR75,Restaurants and Caffees,6.04533298161832,6.1622822233658,6.28551936773317,6.40271907197514,6.51116219337262,6.63006116489788,6.75215349191983,6.85529822933765,6.9728929237924,7.09001972412265
213,BR76,Restaurants and Caffees,6.05117012697757,6.1546037295492,6.26206353527241,6.37374735136278,6.46741210388417,6.5803375225417,6.69304786095497,6.79310383987956,6.90142403358954,7.00827868640428
214,SE207,Restaurants and Caffees,4.67115928150078,4.7371539871555,4.81051063059973,4.88250835294746,4.95637987727997,5.02935157535276,5.10203242598176,5.18221442723665,5.25574701562322,5.33650190220648
215,SE208,Restaurants and Caffees,3.98895287923652,4.03744302909751,4.09352299373332,4.14917499777086,4.20905825936505,4.26562595221796,4.32249145432499,4.38896518532347,4.4465377343229,4.51155455505834
216,SE94,Restaurants and Caffees,4.20469858522157,4.24529447813413,4.29466322432687,4.35216241308619,4.40240298565107,4.46364042293609,4.52438196088504,4.58553338213887,4.64461500931999,4.70509557951917
217,TN163,Restaurants and Caffees,6.19066260372294,6.28803590408514,6.38294108717699,6.4976825118086,6.57304199088376,6.6875735434807,6.79611317162541,6.89347863354075,6.99618724138914,7.0923725116689
367,EC1M3,Restaurants and Caffees,0.356919074021594,0.371181988344076,0.386128030195182,0.400564337296428,0.416397133508661,0.432400557476118,0.448232805299104,0.465292448849496,0.482573569142719,0.500712479258056
368,EC1N6,Restaurants and Caffees,0.00143798781460682,0.00148554301152859,0.00153723679141301,0.00158796518451869,0.00164581625889389,0.00170264262773318,0.001759613772155,0.00182229365402102,0.00188351876425072,0.00194819818866035
369,EC1N7,Restaurants and Caffees,1.88102808908653,1.9476065239122,2.01905581746891,2.08875712422733,2.16678841634825,2.24471944624335,2.32220224893698,2.40645372784128,2.49029532511211,2.57841063126694
370,EC1N8,Restaurants and Caffees,1.35078424523397,1.40342187932391,1.45896359616024,1.51260562243937,1.57224801988122,1.63162123840679,1.69109932237252,1.75494112463932,1.81922823963153,1.88682457891535
371,EC1R5,Restaurants and Caffees,0.949210579747741,0.986399326878577,1.0256661022114,1.06351672159608,1.10581163712772,1.14760799567008,1.18978177056596,1.23481623185795,1.28017113578916,1.32788425189407
372,N1C4,Restaurants and Caffees,0.00958723706472151,0.0099082299945794,0.0102545525101653,0.0105937186833675,0.0109812842687082,0.0113600177438475,0.011737368973255,0.0121610934154324,0.0125698855370224,0.0130049436393833
373,N66,Restaurants and Caffees,8.63375358258384,8.99440871044007,9.37172410684879,9.73835697700992,10.1240104780332,10.5318815027796,10.9430415674519,11.3444046248132,11.7810347013219,12.2229813433143
374,NW10,Restaurants and Caffees,8.58615042470067,8.91499028847028,9.26268192776259,9.59886214859721,9.97388342294642,10.3462096927429,10.7188435764934,11.1211670422582,11.5240425401954,11.9483257364877
375,NW11,Restaurants and Caffees,6.07687193639721,6.28599704588989,6.51113956638887,6.73164648368078,6.97992585882137,7.22642308047969,7.47212465567805,7.74129106904817,8.00647628278023,8.28588844105604
376,NW12,Restaurants and Caffees,1.69872258825667,1.7592756843601,1.8238328712526,1.88704807750536,1.95763131862136,2.02801778442332,2.09805861867306,2.17486364399432,2.25065938383505,2.33055788406537
377,NW13,Restaurants and Caffees,4.69380966881786,4.85769017541517,5.03326869131758,5.20560701069022,5.39871365761337,5.59086683135147,5.78268706208967,5.99262089863897,6.19948043703037,6.41739351108149
378,NW14,Restaurants and Caffees,7.98888679076893,8.31087811875475,8.64985199799778,8.9799779269558,9.33322663230994,9.70114537944637,10.0723038303403,10.4440514657655,10.8396355190983,11.2439607472698
379,NW17,Restaurants and Caffees,13.1526979611717,13.6887227356308,14.2517820766551,14.7979489999519,15.3860288570092,15.9931644823879,16.6048714036713,17.2247300646643,17.8789549985878,18.5513787603831
380,NW18,Restaurants and Caffees,15.8919416589735,16.5189278736632,17.1814218037684,17.8258829522784,18.5240039873797,19.2417758171671,19.9663641637789,20.7031973914089,21.4763057775439,22.2716130674784
381,NW19,Restaurants and Caffees,14.910552258667,15.504113272151,16.1291489577848,16.730429924981,17.4025571650929,18.0650540206969,18.7349240520787,19.4494331664602,20.1694373978536,20.9275186361971
382,NW23,Restaurants and Caffees,14.3786978408598,14.9560277432537,15.561879178161,16.1458617598595,16.792038934093,17.4365954342818,18.0825342006446,18.7731428813795,19.4715761847123,20.2054985025877
383,NW31,Restaurants and Caffees,13.4610859123649,14.0180413429282,14.6026514849317,15.1724857591241,15.7730934152414,16.4091628834199,17.0519939069983,17.6791252323268,18.3616376981151,19.0521938271331
384,NW32,Restaurants and Caffees,26.6957669977984,27.7756884907684,28.9118604007498,30.0120772265681,31.2098976079445,32.4295720168234,33.6641482906312,34.9268597736512,36.2448955324685,37.6070984200792
385,NW33,Restaurants and Caffees,16.7311678132721,17.4097154376854,18.1234980420849,18.8144967962046,19.5655983358744,20.3320636167532,21.1073645349088,21.8985601907678,22.7265478207146,23.5813906850123
386,NW34,Restaurants and Caffees,24.153609158266,25.1522057995046,26.1995459923431,27.210760009961,28.3102368247443,29.4293414313618,30.5625678416733,31.7187680063126,32.9294212842432,34.1807832902515
387,NW35,Restaurants and Caffees,15.7514829780492,16.4017326368894,17.0840099704574,17.7437694621943,18.458219734717,19.1894184892617,19.9295656856528,20.6804322186664,21.4705730363834,22.2849572799933
388,NW36,Restaurants and Caffees,13.8050331420549,14.3669002409475,14.957229708334,15.5289790364479,16.1485995959161,16.7830955645832,17.4228037564071,18.0770003945478,18.7619348118977,19.4690408641081
389,NW37,Restaurants and Caffees,18.1447753780115,18.9006364438977,19.6927005021252,20.4654725304393,21.2704018265024,22.134081071694,23.0040530764613,23.8410462644279,24.7638540449869,25.6911777024503
390,NW51,Restaurants and Caffees,14.3518960532976,14.934275813477,15.5463292796101,16.1372063661218,16.7855956343018,17.4381864589516,18.0997415207454,18.7833859196769,19.4898781305634,20.224084231437
391,NW52,Restaurants and Caffees,15.5205797684282,16.1480063445126,16.807565342327,17.4407660805666,18.1486676200231,18.8449817657048,19.5517131616369,20.3012295004389,21.0589810462445,21.8563151696326
392,NW53,Restaurants and Caffees,5.66413796641407,5.88349791186776,6.11558936507931,6.33928547754403,6.58940154767917,6.83624481211766,7.08570703424,7.3506518922088,7.61765087746972,7.89786296940586
393,NW54,Restaurants and Caffees,7.89758737439903,8.18457468722504,8.49038584972026,8.78763489622369,9.12315553909327,9.45279994287853,9.78366348919433,10.1457563184777,10.5025164743911,10.8799881690761
394,NW61,Restaurants and Caffees,21.8888851274409,22.7902618087603,23.7352145718307,24.6424476098598,25.6480345306371,26.6464531540893,27.6579863708948,28.7207024577464,29.8058850595111,30.9429663636721
395,NW62,Restaurants and Caffees,11.3720543459607,11.8264719752119,12.3038757911609,12.7636173465876,13.2740951350715,13.7815719413945,14.2906794764754,14.835967775118,15.3863226604555,15.965324674043
396,NW63,Restaurants and Caffees,18.0019757837487,18.7471239082204,19.5282573925501,20.2784725200057,21.1075943650102,21.9334893136611,22.7719182798427,23.6455910250963,24.5429971818327,25.4806600432612
397,NW64,Restaurants and Caffees,12.3882654047021,12.8803765271037,13.3982284155711,13.8976886372815,14.4519120830734,15.0034379501326,15.5584556589692,16.1491845124134,16.7470619926402,17.3747136997452
398,W1T1,Restaurants and Caffees,1.34460658001644,1.39860952963609,1.45519547594862,1.50978876093897,1.5697873897766,1.63022869647579,1.69023355853728,1.75470236840591,1.82004253335196,1.88863705961834
399,W1T2,Restaurants and Caffees,1.18249291945756,1.23011692728209,1.28001712873855,1.32812966039227,1.38106619606029,1.43429453224848,1.48724059324132,1.54403445983064,1.60161265090183,1.66206396918458
400,W1T4,Restaurants and Caffees,1.50601574268232,1.56411217300476,1.6254694880012,1.6846992633291,1.74997209700503,1.81566693009751,1.88095577045783,1.95042514206408,2.02093879165167,2.0945708689955
401,W1T5,Restaurants and Caffees,1.05817072892045,1.09995680912537,1.14393334445447,1.18637294373988,1.23320007603725,1.28022296910832,1.32707913400643,1.37718399197256,1.42798073613757,1.48123636185717
402,W1T6,Restaurants and Caffees,1.68567260893896,1.75171767289813,1.8212841724233,1.88839665262091,1.96237024111812,2.03672036216888,2.11070778671099,2.18961297314636,2.26966374055551,2.35342555610906
403,W1T7,Restaurants and Caffees,0.0605088221918413,0.0629259473801693,0.0654605860963944,0.0679074853349793,0.070597442640621,0.0733079437794527,0.075997207033875,0.0788899831959746,0.081819192599996,0.0848945837800146
